행번호,상품ID(내부용),상품명,카테고리,판매가,재고수량,옵션명1,옵션값1,옵션명2,옵션값2,브랜드,모델명,바코드,상세설명,대표이미지URL,추가이미지URL1,배송비,배송방법,원산지,제조사,과세구분,판매상태,전시상태,상품ID
46,45,[URBANWEAR] 더미 상품 045 (레드/L),디지털/가전 > 모니터,86000,155,색상,레드,사이즈,L,URBANWEAR,MDL-0045,880198714762,"네이버 스마트스토어 상품자동등록 API 테스트용 더미 상품 045 입니다.
실제 판매용이 아닙니다.
색상: 레드, 사이즈: L, 카테고리: 디지털/가전 > 모니터.",https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,3000,롯데택배,중국,URBANWEAR 제조사,면세,품절,전시안함,,12706813804
47,46,[HOMEPLUS] 더미 상품 046 (블랙/XL),패션의류 > 하의 > 청바지,137000,2,색상,블랙,사이즈,XL,HOMEPLUS,MDL-0046,880765957611,"네이버 스마트스토어 상품자동등록 API 테스트용 더미 상품 046 입니다.
실제 판매용이 아닙니다.
색상: 블랙, 사이즈: XL, 카테고리: 패션의류 > 하의 > 청바지.",https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,3000,한진택배,베트남,HOMEPLUS 제조사,과세,판매중,전시안함,,12706813875
48,47,[COOKMASTER] 더미 상품 047 (네이비/260),패션의류 > 상의 > 티셔츠,21500,186,색상,네이비,사이즈,260,COOKMASTER,MDL-0047,880923549171,"네이버 스마트스토어 상품자동등록 API 테스트용 더미 상품 047 입니다.
실제 판매용이 아닙니다.
색상: 네이비, 사이즈: 260, 카테고리: 패션의류 > 상의 > 티셔츠.",https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,0,택배,독일,COOKMASTER 제조사,면세,판매중,전시안함,,12706813935
49,48,[GREENPET] 더미 상품 048 (네이비/M),생활/주방 > 주방용품 > 프라이팬,50500,53,색상,네이비,사이즈,M,GREENPET,MDL-0048,880505478168,"네이버 스마트스토어 상품자동등록 API 테스트용 더미 상품 048 입니다.
실제 판매용이 아닙니다.
색상: 네이비, 사이즈: M, 카테고리: 생활/주방 > 주방용품 > 프라이팬.",https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,2500,롯데택배,일본,GREENPET 제조사,과세,품절,전시안함,,12706814017
50,49,[TECHONE] 더미 상품 049 (베이지/XL),디지털/가전 > 노트북,112000,80,색상,베이지,사이즈,XL,TECHONE,MDL-0049,880688094347,"네이버 스마트스토어 상품자동등록 API 테스트용 더미 상품 049 입니다.
실제 판매용이 아닙니다.
색상: 베이지, 사이즈: XL, 카테고리: 디지털/가전 > 노트북.",https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,0,CJ대한통운,국산,TECHONE 제조사,면세,품절,전시안함,,12706814085
51,50,[MOON] 더미 상품 050 (그레이/S),패션잡화 > 가방 > 백팩,120000,98,색상,그레이,사이즈,S,MOON,MDL-0050,880862156870,"네이버 스마트스토어 상품자동등록 API 테스트용 더미 상품 050 입니다.
실제 판매용이 아닙니다.
색상: 그레이, 사이즈: S, 카테고리: 패션잡화 > 가방 > 백팩.",https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,0,롯데택배,미국,MOON 제조사,과세,판매중,전시중,,12706814170
52,51,[COOKMASTER] 더미 상품 051 (네이비/M),식품 > 과자/간식 > 과자,26500,106,색상,네이비,사이즈,M,COOKMASTER,MDL-0051,880518335012,"네이버 스마트스토어 상품자동등록 API 테스트용 더미 상품 051 입니다.
실제 판매용이 아닙니다.
색상: 네이비, 사이즈: M, 카테고리: 식품 > 과자/간식 > 과자.",https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,2500,CJ대한통운,독일,COOKMASTER 제조사,과세,품절,전시안함,,12706814247
53,52,[COOKMASTER] 더미 상품 052 (베이지/260),반려동물 > 강아지용품 > 사료,56500,197,색상,베이지,사이즈,260,COOKMASTER,MDL-0052,880401421147,"네이버 스마트스토어 상품자동등록 API 테스트용 더미 상품 052 입니다.
실제 판매용이 아닙니다.
색상: 베이지, 사이즈: 260, 카테고리: 반려동물 > 강아지용품 > 사료.",https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,0,롯데택배,베트남,COOKMASTER 제조사,과세,품절,전시안함,,12706814312
54,53,[COOKMASTER] 더미 상품 053 (그레이/XL),패션잡화 > 가방 > 백팩,100500,3,색상,그레이,사이즈,XL,COOKMASTER,MDL-0053,880217789572,"네이버 스마트스토어 상품자동등록 API 테스트용 더미 상품 053 입니다.
실제 판매용이 아닙니다.
색상: 그레이, 사이즈: XL, 카테고리: 패션잡화 > 가방 > 백팩.",https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,3000,한진택배,베트남,COOKMASTER 제조사,면세,품절,전시중,,12706814404
55,54,[MOON] 더미 상품 054 (네이비/XL),패션의류 > 상의 > 티셔츠,56500,188,색상,네이비,사이즈,XL,MOON,MDL-0054,880233084014,"네이버 스마트스토어 상품자동등록 API 테스트용 더미 상품 054 입니다.
실제 판매용이 아닙니다.
색상: 네이비, 사이즈: XL, 카테고리: 패션의류 > 상의 > 티셔츠.",https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,2500,택배,중국,MOON 제조사,면세,판매중,전시중,,12706814468
56,55,[URBANWEAR] 더미 상품 055 (블랙/L),생활/주방 > 주방용품 > 프라이팬,46000,136,색상,블랙,사이즈,L,URBANWEAR,MDL-0055,880312337221,"네이버 스마트스토어 상품자동등록 API 테스트용 더미 상품 055 입니다.
실제 판매용이 아닙니다.
색상: 블랙, 사이즈: L, 카테고리: 생활/주방 > 주방용품 > 프라이팬.",https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,0,택배,미국,URBANWEAR 제조사,면세,품절,전시안함,,12706814533
57,56,[MOON] 더미 상품 056 (네이비/250),생활/주방 > 주방용품 > 프라이팬,8500,167,색상,네이비,사이즈,250,MOON,MDL-0056,880783897725,"네이버 스마트스토어 상품자동등록 API 테스트용 더미 상품 056 입니다.
실제 판매용이 아닙니다.
색상: 네이비, 사이즈: 250, 카테고리: 생활/주방 > 주방용품 > 프라이팬.",https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,3000,CJ대한통운,중국,MOON 제조사,과세,품절,전시안함,,12706814623
58,57,[MOON] 더미 상품 057 (그레이/FREE),식품 > 과자/간식 > 과자,128500,181,색상,그레이,사이즈,FREE,MOON,MDL-0057,880461683809,"네이버 스마트스토어 상품자동등록 API 테스트용 더미 상품 057 입니다.
실제 판매용이 아닙니다.
색상: 그레이, 사이즈: FREE, 카테고리: 식품 > 과자/간식 > 과자.",https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,0,택배,일본,MOON 제조사,면세,판매중,전시중,,12706814695
59,58,[COOKMASTER] 더미 상품 058 (베이지/L),패션의류 > 하의 > 청바지,98000,93,색상,베이지,사이즈,L,COOKMASTER,MDL-0058,880333942770,"네이버 스마트스토어 상품자동등록 API 테스트용 더미 상품 058 입니다.
실제 판매용이 아닙니다.
색상: 베이지, 사이즈: L, 카테고리: 패션의류 > 하의 > 청바지.",https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,3000,롯데택배,일본,COOKMASTER 제조사,과세,판매중,전시중,,12706814760
60,59,[COOKMASTER] 더미 상품 059 (베이지/250),패션의류 > 하의 > 청바지,51000,99,색상,베이지,사이즈,250,COOKMASTER,MDL-0059,880225994958,"네이버 스마트스토어 상품자동등록 API 테스트용 더미 상품 059 입니다.
실제 판매용이 아닙니다.
색상: 베이지, 사이즈: 250, 카테고리: 패션의류 > 하의 > 청바지.",https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,3000,롯데택배,미국,COOKMASTER 제조사,면세,품절,전시안함,,12706814830
61,60,[TECHONE] 더미 상품 060 (그레이/260),디지털/가전 > 모니터,119500,41,색상,그레이,사이즈,260,TECHONE,MDL-0060,880634677608,"네이버 스마트스토어 상품자동등록 API 테스트용 더미 상품 060 입니다.
실제 판매용이 아닙니다.
색상: 그레이, 사이즈: 260, 카테고리: 디지털/가전 > 모니터.",https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,3000,CJ대한통운,중국,TECHONE 제조사,면세,품절,전시안함,,12706814906
62,61,[NAVYFOX] 더미 상품 061 (레드/XL),생활/주방 > 주방용품 > 프라이팬,40500,172,색상,레드,사이즈,XL,NAVYFOX,MDL-0061,880927634389,"네이버 스마트스토어 상품자동등록 API 테스트용 더미 상품 061 입니다.
실제 판매용이 아닙니다.
색상: 레드, 사이즈: XL, 카테고리: 생활/주방 > 주방용품 > 프라이팬.",https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,3000,택배,국산,NAVYFOX 제조사,과세,품절,전시중,,12706814994
63,62,[COOKMASTER] 더미 상품 062 (화이트/270),디지털/가전 > 모니터,67500,39,색상,화이트,사이즈,270,COOKMASTER,MDL-0062,880985386038,"네이버 스마트스토어 상품자동등록 API 테스트용 더미 상품 062 입니다.
실제 판매용이 아닙니다.
색상: 화이트, 사이즈: 270, 카테고리: 디지털/가전 > 모니터.",https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,0,한진택배,국산,COOKMASTER 제조사,면세,품절,전시중,,12706815070
64,63,[URBANWEAR] 더미 상품 063 (그레이/L),디지털/가전 > 노트북,136500,37,색상,그레이,사이즈,L,URBANWEAR,MDL-0063,880869301909,"네이버 스마트스토어 상품자동등록 API 테스트용 더미 상품 063 입니다.
실제 판매용이 아닙니다.
색상: 그레이, 사이즈: L, 카테고리: 디지털/가전 > 노트북.",https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,3000,한진택배,국산,URBANWEAR 제조사,과세,품절,전시중,,12706815148
65,64,[STARLINE] 더미 상품 064 (레드/XL),패션의류 > 하의 > 청바지,11500,71,색상,레드,사이즈,XL,STARLINE,MDL-0064,880603769498,"네이버 스마트스토어 상품자동등록 API 테스트용 더미 상품 064 입니다.
실제 판매용이 아닙니다.
색상: 레드, 사이즈: XL, 카테고리: 패션의류 > 하의 > 청바지.",https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,0,CJ대한통운,독일,STARLINE 제조사,면세,품절,전시중,,12706815211
66,65,[URBANWEAR] 더미 상품 065 (네이비/XL),패션의류 > 하의 > 청바지,110500,142,색상,네이비,사이즈,XL,URBANWEAR,MDL-0065,880880719511,"네이버 스마트스토어 상품자동등록 API 테스트용 더미 상품 065 입니다.
실제 판매용이 아닙니다.
색상: 네이비, 사이즈: XL, 카테고리: 패션의류 > 하의 > 청바지.",https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,2500,택배,일본,URBANWEAR 제조사,과세,판매중,전시중,,12706815291
67,66,[STARLINE] 더미 상품 066 (그레이/XL),패션의류 > 하의 > 청바지,125000,145,색상,그레이,사이즈,XL,STARLINE,MDL-0066,880486272019,"네이버 스마트스토어 상품자동등록 API 테스트용 더미 상품 066 입니다.
실제 판매용이 아닙니다.
색상: 그레이, 사이즈: XL, 카테고리: 패션의류 > 하의 > 청바지.",https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,0,택배,국산,STARLINE 제조사,과세,품절,전시안함,,12706815358
68,67,[STARLINE] 더미 상품 067 (화이트/270),디지털/가전 > 노트북,145000,15,색상,화이트,사이즈,270,STARLINE,MDL-0067,880244589051,"네이버 스마트스토어 상품자동등록 API 테스트용 더미 상품 067 입니다.
실제 판매용이 아닙니다.
색상: 화이트, 사이즈: 270, 카테고리: 디지털/가전 > 노트북.",https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,2500,택배,국산,STARLINE 제조사,과세,판매중,전시안함,,12706815433
69,68,[STARLINE] 더미 상품 068 (네이비/FREE),반려동물 > 강아지용품 > 사료,107500,23,색상,네이비,사이즈,FREE,STARLINE,MDL-0068,880492193430,"네이버 스마트스토어 상품자동등록 API 테스트용 더미 상품 068 입니다.
실제 판매용이 아닙니다.
색상: 네이비, 사이즈: FREE, 카테고리: 반려동물 > 강아지용품 > 사료.",https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,3000,택배,일본,STARLINE 제조사,면세,판매중,전시안함,,12706815510
70,69,[NAVYFOX] 더미 상품 069 (레드/FREE),반려동물 > 강아지용품 > 사료,24500,81,색상,레드,사이즈,FREE,NAVYFOX,MDL-0069,880618785777,"네이버 스마트스토어 상품자동등록 API 테스트용 더미 상품 069 입니다.
실제 판매용이 아닙니다.
색상: 레드, 사이즈: FREE, 카테고리: 반려동물 > 강아지용품 > 사료.",https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,0,택배,미국,NAVYFOX 제조사,면세,판매중,전시안함,,12706815578
71,70,[URBANWEAR] 더미 상품 070 (베이지/270),생활/주방 > 주방용품 > 프라이팬,131500,117,색상,베이지,사이즈,270,URBANWEAR,MDL-0070,880354070513,"네이버 스마트스토어 상품자동등록 API 테스트용 더미 상품 070 입니다.
실제 판매용이 아닙니다.
색상: 베이지, 사이즈: 270, 카테고리: 생활/주방 > 주방용품 > 프라이팬.",https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,2500,택배,국산,URBANWEAR 제조사,면세,품절,전시중,,12706815669
72,71,[TECHONE] 더미 상품 071 (베이지/M),식품 > 과자/간식 > 과자,55000,21,색상,베이지,사이즈,M,TECHONE,MDL-0071,880275142133,"네이버 스마트스토어 상품자동등록 API 테스트용 더미 상품 071 입니다.
실제 판매용이 아닙니다.
색상: 베이지, 사이즈: M, 카테고리: 식품 > 과자/간식 > 과자.",https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,2500,롯데택배,베트남,TECHONE 제조사,과세,판매중,전시중,,12706815747
73,72,[COOKMASTER] 더미 상품 072 (블랙/FREE),패션의류 > 상의 > 티셔츠,22500,175,색상,블랙,사이즈,FREE,COOKMASTER,MDL-0072,880466809931,"네이버 스마트스토어 상품자동등록 API 테스트용 더미 상품 072 입니다.
실제 판매용이 아닙니다.
색상: 블랙, 사이즈: FREE, 카테고리: 패션의류 > 상의 > 티셔츠.",https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,2500,한진택배,미국,COOKMASTER 제조사,면세,판매중,전시안함,,12706815823
74,73,[GREENPET] 더미 상품 073 (화이트/FREE),패션의류 > 상의 > 티셔츠,120000,187,색상,화이트,사이즈,FREE,GREENPET,MDL-0073,880114482030,"네이버 스마트스토어 상품자동등록 API 테스트용 더미 상품 073 입니다.
실제 판매용이 아닙니다.
색상: 화이트, 사이즈: FREE, 카테고리: 패션의류 > 상의 > 티셔츠.",https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,0,한진택배,독일,GREENPET 제조사,면세,판매중,전시안함,,12706815890
