상품ID(내부용),상품명,카테고리,판매가,재고수량,옵션명1,옵션값1,옵션명2,옵션값2,브랜드,모델명,바코드,상세설명,대표이미지URL,추가이미지URL1,배송비,배송방법,원산지,제조사,과세구분,판매상태,전시상태,에러타입,에러메시지
138,[MOON] 더미 상품 138 (화이트/260),식품 > 과자/간식 > 과자,88500,3,색상,화이트,사이즈,260,MOON,MDL-0138,880592145569,"네이버 스마트스토어 상품자동등록 API 테스트용 더미 상품 138 입니다.
실제 판매용이 아닙니다.
색상: 화이트, 사이즈: 260, 카테고리: 식품 > 과자/간식 > 과자.",https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,2500,롯데택배,독일,MOON 제조사,과세,품절,전시안함,VALIDATION_ERROR,"행 139: 카테고리 매핑을 찾을 수 없습니다: '식품 > 과자/간식 > 과자'. 엑셀 파일의 카테고리 컬럼을 숫자 ID로 변경하거나, 네이버 스마트스토어에서 확인한 정확한 카테고리 경로를 사용하세요."
143,[HOMEPLUS] 더미 상품 143 (베이지/270),생활/주방 > 주방용품 > 프라이팬,20000,139,색상,베이지,사이즈,270,HOMEPLUS,MDL-0143,880421301755,"네이버 스마트스토어 상품자동등록 API 테스트용 더미 상품 143 입니다.
실제 판매용이 아닙니다.
색상: 베이지, 사이즈: 270, 카테고리: 생활/주방 > 주방용품 > 프라이팬.",https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,2500,롯데택배,독일,HOMEPLUS 제조사,면세,판매중,전시안함,VALIDATION_ERROR,"행 144: 카테고리 매핑을 찾을 수 없습니다: '생활/주방 > 주방용품 > 프라이팬'. 엑셀 파일의 카테고리 컬럼을 숫자 ID로 변경하거나, 네이버 스마트스토어에서 확인한 정확한 카테고리 경로를 사용하세요."
144,[STARLINE] 더미 상품 144 (네이비/S),식품 > 과자/간식 > 과자,96500,31,색상,네이비,사이즈,S,STARLINE,MDL-0144,880618499144,"네이버 스마트스토어 상품자동등록 API 테스트용 더미 상품 144 입니다.
실제 판매용이 아닙니다.
색상: 네이비, 사이즈: S, 카테고리: 식품 > 과자/간식 > 과자.",https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,0,롯데택배,베트남,STARLINE 제조사,과세,판매중,전시중,VALIDATION_ERROR,"행 145: 카테고리 매핑을 찾을 수 없습니다: '식품 > 과자/간식 > 과자'. 엑셀 파일의 카테고리 컬럼을 숫자 ID로 변경하거나, 네이버 스마트스토어에서 확인한 정확한 카테고리 경로를 사용하세요."
145,[URBANWEAR] 더미 상품 145 (블랙/260),식품 > 과자/간식 > 과자,30500,122,색상,블랙,사이즈,260,URBANWEAR,MDL-0145,880614104676,"네이버 스마트스토어 상품자동등록 API 테스트용 더미 상품 145 입니다.
실제 판매용이 아닙니다.
색상: 블랙, 사이즈: 260, 카테고리: 식품 > 과자/간식 > 과자.",https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,3000,한진택배,독일,URBANWEAR 제조사,과세,판매중,전시중,VALIDATION_ERROR,"행 146: 카테고리 매핑을 찾을 수 없습니다: '식품 > 과자/간식 > 과자'. 엑셀 파일의 카테고리 컬럼을 숫자 ID로 변경하거나, 네이버 스마트스토어에서 확인한 정확한 카테고리 경로를 사용하세요."
146,[MOON] 더미 상품 146 (그레이/XL),생활/주방 > 주방용품 > 프라이팬,11000,107,색상,그레이,사이즈,XL,MOON,MDL-0146,880134346747,"네이버 스마트스토어 상품자동등록 API 테스트용 더미 상품 146 입니다.
실제 판매용이 아닙니다.
색상: 그레이, 사이즈: XL, 카테고리: 생활/주방 > 주방용품 > 프라이팬.",https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,3000,롯데택배,중국,MOON 제조사,면세,품절,전시중,VALIDATION_ERROR,"행 147: 카테고리 매핑을 찾을 수 없습니다: '생활/주방 > 주방용품 > 프라이팬'. 엑셀 파일의 카테고리 컬럼을 숫자 ID로 변경하거나, 네이버 스마트스토어에서 확인한 정확한 카테고리 경로를 사용하세요."
149,[STARLINE] 더미 상품 149 (베이지/XL),생활/주방 > 주방용품 > 프라이팬,54500,167,색상,베이지,사이즈,XL,STARLINE,MDL-0149,880869525018,"네이버 스마트스토어 상품자동등록 API 테스트용 더미 상품 149 입니다.
실제 판매용이 아닙니다.
색상: 베이지, 사이즈: XL, 카테고리: 생활/주방 > 주방용품 > 프라이팬.",https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,0,CJ대한통운,국산,STARLINE 제조사,과세,판매중,전시안함,VALIDATION_ERROR,"행 150: 카테고리 매핑을 찾을 수 없습니다: '생활/주방 > 주방용품 > 프라이팬'. 엑셀 파일의 카테고리 컬럼을 숫자 ID로 변경하거나, 네이버 스마트스토어에서 확인한 정확한 카테고리 경로를 사용하세요."
151,[HOMEPLUS] 더미 상품 151 (그레이/250),생활/주방 > 주방용품 > 프라이팬,114000,51,색상,그레이,사이즈,250,HOMEPLUS,MDL-0151,880240518715,"네이버 스마트스토어 상품자동등록 API 테스트용 더미 상품 151 입니다.
실제 판매용이 아닙니다.
색상: 그레이, 사이즈: 250, 카테고리: 생활/주방 > 주방용품 > 프라이팬.",https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,2500,CJ대한통운,베트남,HOMEPLUS 제조사,면세,판매중,전시안함,VALIDATION_ERROR,"행 152: 카테고리 매핑을 찾을 수 없습니다: '생활/주방 > 주방용품 > 프라이팬'. 엑셀 파일의 카테고리 컬럼을 숫자 ID로 변경하거나, 네이버 스마트스토어에서 확인한 정확한 카테고리 경로를 사용하세요."
158,[GREENPET] 더미 상품 158 (네이비/L),식품 > 과자/간식 > 과자,145000,112,색상,네이비,사이즈,L,GREENPET,MDL-0158,880582054244,"네이버 스마트스토어 상품자동등록 API 테스트용 더미 상품 158 입니다.
실제 판매용이 아닙니다.
색상: 네이비, 사이즈: L, 카테고리: 식품 > 과자/간식 > 과자.",https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,0,롯데택배,독일,GREENPET 제조사,면세,판매중,전시중,VALIDATION_ERROR,"행 159: 카테고리 매핑을 찾을 수 없습니다: '식품 > 과자/간식 > 과자'. 엑셀 파일의 카테고리 컬럼을 숫자 ID로 변경하거나, 네이버 스마트스토어에서 확인한 정확한 카테고리 경로를 사용하세요."
159,[MOON] 더미 상품 159 (화이트/S),식품 > 과자/간식 > 과자,79500,35,색상,화이트,사이즈,S,MOON,MDL-0159,880108159032,"네이버 스마트스토어 상품자동등록 API 테스트용 더미 상품 159 입니다.
실제 판매용이 아닙니다.
색상: 화이트, 사이즈: S, 카테고리: 식품 > 과자/간식 > 과자.",https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,2500,롯데택배,독일,MOON 제조사,과세,품절,전시중,VALIDATION_ERROR,"행 160: 카테고리 매핑을 찾을 수 없습니다: '식품 > 과자/간식 > 과자'. 엑셀 파일의 카테고리 컬럼을 숫자 ID로 변경하거나, 네이버 스마트스토어에서 확인한 정확한 카테고리 경로를 사용하세요."
169,[TECHONE] 더미 상품 169 (레드/M),생활/주방 > 주방용품 > 프라이팬,42500,154,색상,레드,사이즈,M,TECHONE,MDL-0169,880271108814,"네이버 스마트스토어 상품자동등록 API 테스트용 더미 상품 169 입니다.
실제 판매용이 아닙니다.
색상: 레드, 사이즈: M, 카테고리: 생활/주방 > 주방용품 > 프라이팬.",https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,0,한진택배,독일,TECHONE 제조사,면세,판매중,전시안함,VALIDATION_ERROR,"행 170: 카테고리 매핑을 찾을 수 없습니다: '생활/주방 > 주방용품 > 프라이팬'. 엑셀 파일의 카테고리 컬럼을 숫자 ID로 변경하거나, 네이버 스마트스토어에서 확인한 정확한 카테고리 경로를 사용하세요."
170,[URBANWEAR] 더미 상품 170 (네이비/260),생활/주방 > 주방용품 > 프라이팬,60500,172,색상,네이비,사이즈,260,URBANWEAR,MDL-0170,880166943896,"네이버 스마트스토어 상품자동등록 API 테스트용 더미 상품 170 입니다.
실제 판매용이 아닙니다.
색상: 네이비, 사이즈: 260, 카테고리: 생활/주방 > 주방용품 > 프라이팬.",https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,3000,한진택배,일본,URBANWEAR 제조사,과세,판매중,전시안함,VALIDATION_ERROR,"행 171: 카테고리 매핑을 찾을 수 없습니다: '생활/주방 > 주방용품 > 프라이팬'. 엑셀 파일의 카테고리 컬럼을 숫자 ID로 변경하거나, 네이버 스마트스토어에서 확인한 정확한 카테고리 경로를 사용하세요."
175,[COOKMASTER] 더미 상품 175 (블랙/250),생활/주방 > 주방용품 > 프라이팬,75500,125,색상,블랙,사이즈,250,COOKMASTER,MDL-0175,880621932507,"네이버 스마트스토어 상품자동등록 API 테스트용 더미 상품 175 입니다.
실제 판매용이 아닙니다.
색상: 블랙, 사이즈: 250, 카테고리: 생활/주방 > 주방용품 > 프라이팬.",https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,3000,CJ대한통운,독일,COOKMASTER 제조사,면세,품절,전시중,VALIDATION_ERROR,"행 176: 카테고리 매핑을 찾을 수 없습니다: '생활/주방 > 주방용품 > 프라이팬'. 엑셀 파일의 카테고리 컬럼을 숫자 ID로 변경하거나, 네이버 스마트스토어에서 확인한 정확한 카테고리 경로를 사용하세요."
176,[GREENPET] 더미 상품 176 (블랙/XL),생활/주방 > 주방용품 > 프라이팬,76000,103,색상,블랙,사이즈,XL,GREENPET,MDL-0176,880515686124,"네이버 스마트스토어 상품자동등록 API 테스트용 더미 상품 176 입니다.
실제 판매용이 아닙니다.
색상: 블랙, 사이즈: XL, 카테고리: 생활/주방 > 주방용품 > 프라이팬.",https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,0,택배,베트남,GREENPET 제조사,면세,판매중,전시중,VALIDATION_ERROR,"행 177: 카테고리 매핑을 찾을 수 없습니다: '생활/주방 > 주방용품 > 프라이팬'. 엑셀 파일의 카테고리 컬럼을 숫자 ID로 변경하거나, 네이버 스마트스토어에서 확인한 정확한 카테고리 경로를 사용하세요."
182,[MOON] 더미 상품 182 (화이트/S),생활/주방 > 주방용품 > 프라이팬,73000,184,색상,화이트,사이즈,S,MOON,MDL-0182,880519478482,"네이버 스마트스토어 상품자동등록 API 테스트용 더미 상품 182 입니다.
실제 판매용이 아닙니다.
색상: 화이트, 사이즈: S, 카테고리: 생활/주방 > 주방용품 > 프라이팬.",https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,3000,택배,미국,MOON 제조사,과세,판매중,전시안함,VALIDATION_ERROR,"행 183: 카테고리 매핑을 찾을 수 없습니다: '생활/주방 > 주방용품 > 프라이팬'. 엑셀 파일의 카테고리 컬럼을 숫자 ID로 변경하거나, 네이버 스마트스토어에서 확인한 정확한 카테고리 경로를 사용하세요."
183,[MOON] 더미 상품 183 (화이트/260),생활/주방 > 주방용품 > 프라이팬,22000,186,색상,화이트,사이즈,260,MOON,MDL-0183,880201442156,"네이버 스마트스토어 상품자동등록 API 테스트용 더미 상품 183 입니다.
실제 판매용이 아닙니다.
색상: 화이트, 사이즈: 260, 카테고리: 생활/주방 > 주방용품 > 프라이팬.",https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,3000,롯데택배,중국,MOON 제조사,과세,품절,전시중,VALIDATION_ERROR,"행 184: 카테고리 매핑을 찾을 수 없습니다: '생활/주방 > 주방용품 > 프라이팬'. 엑셀 파일의 카테고리 컬럼을 숫자 ID로 변경하거나, 네이버 스마트스토어에서 확인한 정확한 카테고리 경로를 사용하세요."
187,[HOMEPLUS] 더미 상품 187 (화이트/250),생활/주방 > 주방용품 > 프라이팬,147000,62,색상,화이트,사이즈,250,HOMEPLUS,MDL-0187,880368011746,"네이버 스마트스토어 상품자동등록 API 테스트용 더미 상품 187 입니다.
실제 판매용이 아닙니다.
색상: 화이트, 사이즈: 250, 카테고리: 생활/주방 > 주방용품 > 프라이팬.",https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,0,택배,중국,HOMEPLUS 제조사,면세,품절,전시안함,VALIDATION_ERROR,"행 188: 카테고리 매핑을 찾을 수 없습니다: '생활/주방 > 주방용품 > 프라이팬'. 엑셀 파일의 카테고리 컬럼을 숫자 ID로 변경하거나, 네이버 스마트스토어에서 확인한 정확한 카테고리 경로를 사용하세요."
190,[COOKMASTER] 더미 상품 190 (그레이/M),식품 > 과자/간식 > 과자,42500,87,색상,그레이,사이즈,M,COOKMASTER,MDL-0190,880689936512,"네이버 스마트스토어 상품자동등록 API 테스트용 더미 상품 190 입니다.
실제 판매용이 아닙니다.
색상: 그레이, 사이즈: M, 카테고리: 식품 > 과자/간식 > 과자.",https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,0,한진택배,국산,COOKMASTER 제조사,과세,품절,전시중,VALIDATION_ERROR,"행 191: 카테고리 매핑을 찾을 수 없습니다: '식품 > 과자/간식 > 과자'. 엑셀 파일의 카테고리 컬럼을 숫자 ID로 변경하거나, 네이버 스마트스토어에서 확인한 정확한 카테고리 경로를 사용하세요."
191,[MOON] 더미 상품 191 (화이트/260),생활/주방 > 주방용품 > 프라이팬,124500,194,색상,화이트,사이즈,260,MOON,MDL-0191,880567658513,"네이버 스마트스토어 상품자동등록 API 테스트용 더미 상품 191 입니다.
실제 판매용이 아닙니다.
색상: 화이트, 사이즈: 260, 카테고리: 생활/주방 > 주방용품 > 프라이팬.",https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,2500,CJ대한통운,중국,MOON 제조사,면세,판매중,전시안함,VALIDATION_ERROR,"행 192: 카테고리 매핑을 찾을 수 없습니다: '생활/주방 > 주방용품 > 프라이팬'. 엑셀 파일의 카테고리 컬럼을 숫자 ID로 변경하거나, 네이버 스마트스토어에서 확인한 정확한 카테고리 경로를 사용하세요."
193,[MOON] 더미 상품 193 (블랙/XL),생활/주방 > 주방용품 > 프라이팬,78000,189,색상,블랙,사이즈,XL,MOON,MDL-0193,880299860017,"네이버 스마트스토어 상품자동등록 API 테스트용 더미 상품 193 입니다.
실제 판매용이 아닙니다.
색상: 블랙, 사이즈: XL, 카테고리: 생활/주방 > 주방용품 > 프라이팬.",https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,3000,CJ대한통운,중국,MOON 제조사,면세,판매중,전시중,VALIDATION_ERROR,"행 194: 카테고리 매핑을 찾을 수 없습니다: '생활/주방 > 주방용품 > 프라이팬'. 엑셀 파일의 카테고리 컬럼을 숫자 ID로 변경하거나, 네이버 스마트스토어에서 확인한 정확한 카테고리 경로를 사용하세요."
198,[STARLINE] 더미 상품 198 (베이지/FREE),생활/주방 > 주방용품 > 프라이팬,45500,187,색상,베이지,사이즈,FREE,STARLINE,MDL-0198,880180106499,"네이버 스마트스토어 상품자동등록 API 테스트용 더미 상품 198 입니다.
실제 판매용이 아닙니다.
색상: 베이지, 사이즈: FREE, 카테고리: 생활/주방 > 주방용품 > 프라이팬.",https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,3000,한진택배,베트남,STARLINE 제조사,면세,판매중,전시중,VALIDATION_ERROR,"행 199: 카테고리 매핑을 찾을 수 없습니다: '생활/주방 > 주방용품 > 프라이팬'. 엑셀 파일의 카테고리 컬럼을 숫자 ID로 변경하거나, 네이버 스마트스토어에서 확인한 정확한 카테고리 경로를 사용하세요."
